Customer Name,SurveyID for external use (e.g. tech support),Club's Name,Social Media Source,Creation Date,Comment,Overall Score
**,0v01i6vqw7m5nfhdoe0nqgj3,Miami Wellness,Facebook,02/13/24 23:53,"Waiting time was minimal, I was seen within 10 minutes of arrival.",1
**,o5ab1jnwfllsq8k6bh9yr6y9,Miami Wellness,Instagram,07/07/25 17:47,"Hospital cleanliness was impressive, everything looked spotless and sanitized.",4
**,ok4jekgq5eb12i5wcahmpyfl,Los Angeles Center,Twitter,01/14/25 22:58,"Parking was a nightmare, spent 30 minutes looking for a spot before my appointment.",4
**,vmaue1ede7hczb7foqj4ux8b,Dallas Care,Instagram,01/25/24 03:30,Prices for the consultation were too high compared to other clinics.,1
**,e90ib517gk2c0tolcfbdt5k1,New York Clinic,Instagram,01/16/24 22:51,"Treatment quality was exceptional, the doctor explained every step clearly.",4
**,6il2or5uhf2xx61vyn6u3lxm,Manchester Health Hub,Twitter,03/09/24 22:16,"Communication was clear and timely, received all updates via SMS and email.",3
**,l5hn5iyazpfwlhnlil7qyk44,Birmingham Wellness,Facebook,04/26/25 06:52,"Waiting times were too long, had to wait over an hour past my scheduled time.",1
**,d5m0fboqc860b7x0t72fc4ve,Miami Wellness,Google Reviews,02/25/25 23:58,"Waiting time was minimal, I was seen within 10 minutes of arrival.",1
**,t2m07jk1nbyiutyklj576v16,Miami Wellness,Twitter,09/18/24 19:13,"Nurse was rude and dismissive, barely answered my questions.",4
**,h9jfch1y4idjnbue8ya1vw2x,Miami Wellness,Facebook,04/10/25 16:26,"Treatment quality was exceptional, the doctor explained every step clearly.",2
**,nb0air4w0ifloa6og1nsyn3i,London Holborn,Instagram,05/31/25 17:30,"Hospital cleanliness was impressive, everything looked spotless and sanitized.",2
**,69e9gah0gan49qko6onsdx7l,Liverpool Care Center,Twitter,05/14/24 14:33,"Communication was clear and timely, received all updates via SMS and email.",1
**,rersgkyd2ri9ubse0og36p0q,Liverpool Care Center,Google Reviews,07/15/24 22:58,Nurse was extremely friendly and made me feel comfortable during the procedure.,3
**,kwxjamnzu1rm4e1tnru0synj,Chicago Health Hub,Twitter,02/08/24 11:27,"Parking was a nightmare, spent 30 minutes looking for a spot before my appointment.",4
**,a999dip2w7srfaqt39o1iuh5,Dallas Care,Instagram,02/19/24 16:36,"Waiting time was minimal, I was seen within 10 minutes of arrival.",3
**,qonfjlk13fqjy45h01lsq53i,Birmingham Wellness,Facebook,11/01/24 12:25,"Communication was clear and timely, received all updates via SMS and email.",3
**,1yjb6psrm3ompwjafquk1syv,New York Clinic,Instagram,01/21/24 07:58,Prices for the consultation were too high compared to other clinics.,5
**,giskxp80ecnsli0diejznzls,Miami Wellness,Facebook,02/05/25 09:18,"Communication was clear and timely, received all updates via SMS and email.",5
**,bs71cht2rg78yo8rvjit1u4p,Cheshunt Brookfield Shopping Park,Google Reviews,10/26/24 11:33,"Nurse was rude and dismissive, barely answered my questions.",2
**,0tiz1l8xxc49fvjk99uclftg,Cambridge Leisure Park,Twitter,04/13/24 08:35,"Parking was a nightmare, spent 30 minutes looking for a spot before my appointment.",4
**,go696wa8vzwjyf72ta281xke,New York Clinic,Google Reviews,08/19/25 05:41,"Waiting time was minimal, I was seen within 10 minutes of arrival.",1
**,wxijpz4i2kwvzlvsb0tzh77y,Cheshunt Brookfield Shopping Park,Instagram,05/08/24 18:49,"Waiting time was minimal, I was seen within 10 minutes of arrival.",1
**,bpr1ajqika7gghzdsubp3kqj,Dallas Care,Google Reviews,10/18/25 10:33,Nurse was extremely friendly and made me feel comfortable during the procedure.,1
**,cq5co2tdvd8vmsqw2egmrri0,Birmingham Wellness,Instagram,06/14/24 19:22,"Hospital cleanliness was impressive, everything looked spotless and sanitized.",4
**,5zdrznntu1idi2rcq6xvjqcx,Los Angeles Center,Facebook,10/31/25 16:36,"Parking was a nightmare, spent 30 minutes looking for a spot before my appointment.",3
**,hj3kb1ov4bpz6q05zgyc7wu1,Birmingham Wellness,Instagram,03/11/24 19:29,"Waiting times were too long, had to wait over an hour past my scheduled time.",4
**,95ot3l5v2o2nuwbm76yf16gv,London Holborn,Facebook,03/21/24 09:18,Doctor specialized in cardiology and provided detailed advice for my condition.,5
**,b231h1moem2445jmj744b7cj,Liverpool Care Center,Google Reviews,07/10/24 06:24,"Hospital cleanliness was impressive, everything looked spotless and sanitized.",5
**,gvdbycviyqp4ic3iaqiwgfjw,Miami Wellness,Google Reviews,03/22/25 02:34,"Communication was clear and timely, received all updates via SMS and email.",1
**,xv8r0xarfa8dqglgu9foppg4,Liverpool Care Center,Facebook,03/25/25 06:36,"Nurse was rude and dismissive, barely answered my questions.",2
**,3tnjkk2tl6qkorqv43wsl3r9,Los Angeles Center,Instagram,10/17/25 07:28,"Hospital cleanliness was impressive, everything looked spotless and sanitized.",4
**,liha3fkpzo2hrtmqpxf7zd84,New York Clinic,Facebook,04/22/24 00:12,"Waiting time was minimal, I was seen within 10 minutes of arrival.",2
**,770ymhosvmj3iil1fft7bous,Miami Wellness,Facebook,04/03/25 09:36,Prices for the consultation were too high compared to other clinics.,2
**,bu98rbqlyll2fggygtfno4lt,Leeds City Centre North,Google Reviews,01/04/25 13:42,"Communication was clear and timely, received all updates via SMS and email.",3
**,ooz9v1uvm3js2x5bcqxqnen0,Birmingham Wellness,Instagram,06/11/25 19:25,"Waiting time was minimal, I was seen within 10 minutes of arrival.",5
**,lmggftw86wce405gmpuxe06r,London Holborn,Instagram,10/17/24 00:40,"Nurse was rude and dismissive, barely answered my questions.",1
**,5x9dpbso26cec4ygx1xqd83q,Chicago Health Hub,Facebook,07/05/25 11:24,"Waiting time was minimal, I was seen within 10 minutes of arrival.",3
**,fyf158o9tvfp5mj74p96s40n,Cheshunt Brookfield Shopping Park,Twitter,05/13/24 07:57,"Hospital cleanliness was impressive, everything looked spotless and sanitized.",2
**,2xfxq2p2cxk9q4nfep6z0kgh,Cheshunt Brookfield Shopping Park,Google Reviews,09/10/25 16:53,Prices for the consultation were too high compared to other clinics.,5
**,19ahmiriz1ed9jbcnzcroyg2,London Holborn,Facebook,01/20/24 20:26,"Nurse was rude and dismissive, barely answered my questions.",4
**,2c785fsltrvih52kaofj508h,London Holborn,Facebook,04/10/24 11:57,"Waiting times were too long, had to wait over an hour past my scheduled time.",3
**,3lvfjvvny405va63csk4ppjb,Cambridge Leisure Park,Facebook,03/01/25 00:40,Doctor specialized in cardiology and provided detailed advice for my condition.,2
**,bkderuitlqpfuw6diciifb9g,London Holborn,Google Reviews,06/11/24 23:36,"Treatment quality was exceptional, the doctor explained every step clearly.",5
**,il414jh4lwlp5i69feyeye2t,Chicago Health Hub,Facebook,07/18/24 04:21,Doctor specialized in cardiology and provided detailed advice for my condition.,3
**,mvbzqd79y21n6kp3gsgtmkrx,London Holborn,Instagram,07/19/24 06:17,"Treatment quality was exceptional, the doctor explained every step clearly.",5
**,xpqip0c3dx7yy56puxgtihwv,Manchester Health Hub,Twitter,05/21/24 07:16,"Waiting time was minimal, I was seen within 10 minutes of arrival.",3
**,f3k1zlljo81e4bsauj8cyp60,Birmingham Wellness,Google Reviews,08/15/24 05:11,Doctor specialized in cardiology and provided detailed advice for my condition.,5
**,znd6ghwcfdsm317ln35yee9j,Leeds City Centre North,Google Reviews,12/04/24 19:09,"Hospital cleanliness was impressive, everything looked spotless and sanitized.",3
**,qfrbu1fo1p5o5nbko2iws40w,London Holborn,Instagram,07/28/24 12:15,"Parking was a nightmare, spent 30 minutes looking for a spot before my appointment.",1
**,ngvmamoo1l0q8w212z14f7pa,Cambridge Leisure Park,Twitter,03/10/24 13:32,"Waiting times were too long, had to wait over an hour past my scheduled time.",5
**,96iukqy0orrjdrukb2p3xmuy,Miami Wellness,Google Reviews,10/02/24 21:32,"Hospital cleanliness was impressive, everything looked spotless and sanitized.",1
**,u42fihbrungaoy7oquzrnyg4,Manchester Health Hub,Facebook,04/04/25 03:51,"Parking was a nightmare, spent 30 minutes looking for a spot before my appointment.",2
**,mtph2337obq2uup0a1ck36ua,Birmingham Wellness,Facebook,08/10/24 05:36,Doctor specialized in cardiology and provided detailed advice for my condition.,4
**,h80ch91hezdmpqtaq0qzipei,Liverpool Care Center,Facebook,03/11/25 23:19,Prices for the consultation were too high compared to other clinics.,2
**,vh6mxoss8cbzogkqaoynxyu8,Chicago Health Hub,Twitter,06/04/25 16:48,"Hospital cleanliness was impressive, everything looked spotless and sanitized.",1
**,880zrtlhda3coqkzurvvfjhy,Cheshunt Brookfield Shopping Park,Instagram,01/14/24 03:11,Nurse was extremely friendly and made me feel comfortable during the procedure.,1
**,5wrrrclgj138fog02r9zu6fi,London Holborn,Twitter,05/25/25 20:24,Prices for the consultation were too high compared to other clinics.,1
**,qzrrr2pmj61esd388px9ynx0,Manchester Health Hub,Twitter,01/05/25 22:37,"Parking was a nightmare, spent 30 minutes looking for a spot before my appointment.",5
**,629dfpo0pjgugys85czr1v46,Birmingham Wellness,Google Reviews,11/23/24 04:19,Doctor specialized in cardiology and provided detailed advice for my condition.,2
**,w6ppgiz5xgmbuuib650mw9v4,London Holborn,Twitter,07/20/24 17:36,"Nurse was rude and dismissive, barely answered my questions.",4
**,dac2lazux3bdod8i8r6wc657,Miami Wellness,Twitter,09/01/24 09:18,"Nurse was rude and dismissive, barely answered my questions.",2
**,rz8kyi6x07qv9jc0qnm435p5,Cheshunt Brookfield Shopping Park,Twitter,06/17/24 00:24,"Hospital cleanliness was impressive, everything looked spotless and sanitized.",2
**,v9fbsc31tnaominmspol07ln,Leeds City Centre North,Twitter,08/04/24 20:08,Prices for the consultation were too high compared to other clinics.,3
**,ca37nmnideegzbzzhxpi7jhd,London Holborn,Twitter,06/29/24 01:04,"Waiting times were too long, had to wait over an hour past my scheduled time.",3
**,vux6nogd8zce51hxhddfwuat,New York Clinic,Facebook,04/27/25 17:27,Prices for the consultation were too high compared to other clinics.,4
**,pbskbqzvdwqsmlkgiuvfh0q0,Manchester Health Hub,Facebook,02/16/24 17:15,Prices for the consultation were too high compared to other clinics.,5
**,c2r7sl1lb41x5nmx7y6dz8rl,Chicago Health Hub,Instagram,08/24/24 14:20,Nurse was extremely friendly and made me feel comfortable during the procedure.,1
**,fs8o8zqetv4him4tbw1kaxoe,Leeds City Centre North,Twitter,02/12/25 02:44,Doctor specialized in cardiology and provided detailed advice for my condition.,3
**,r6crumkroz1sek0svnh5rnxz,New York Clinic,Instagram,11/16/24 19:52,"Parking was a nightmare, spent 30 minutes looking for a spot before my appointment.",3
**,kq0qbkl17m3ai49h7fmmgykv,Manchester Health Hub,Facebook,05/05/25 01:42,Doctor specialized in cardiology and provided detailed advice for my condition.,5
**,tmhpdi1kd0sjaxc6c38u242z,Birmingham Wellness,Google Reviews,10/07/25 07:15,"Communication was clear and timely, received all updates via SMS and email.",1
**,amnt4zz2hxvayie6nbh98c6n,Liverpool Care Center,Instagram,10/20/24 16:50,"Parking was a nightmare, spent 30 minutes looking for a spot before my appointment.",4
**,m14yr6wumrpobxh4pgd9twlu,Cambridge Leisure Park,Twitter,01/02/25 09:21,"Waiting time was minimal, I was seen within 10 minutes of arrival.",3
**,6p5amux2sojjnhokywdvc5x5,Liverpool Care Center,Twitter,06/13/25 09:34,"Hospital cleanliness was impressive, everything looked spotless and sanitized.",4
**,b5ztgtrvs86kn2kc2w8awmio,Chicago Health Hub,Google Reviews,07/17/24 10:08,Prices for the consultation were too high compared to other clinics.,2
**,4rh9kas6hyfyf6hgezaoadtw,Cheshunt Brookfield Shopping Park,Twitter,05/29/25 04:51,Prices for the consultation were too high compared to other clinics.,4
**,q53t4vf2nolnqf2juwtlkovf,Los Angeles Center,Facebook,01/30/25 15:02,"Waiting time was minimal, I was seen within 10 minutes of arrival.",5
**,pb04pb18hixlcvsr700fx1je,Liverpool Care Center,Twitter,01/24/25 11:34,"Hospital cleanliness was impressive, everything looked spotless and sanitized.",4
**,f10e9iymz3zx5v7mvf7a7a31,Birmingham Wellness,Instagram,12/09/24 10:07,"Waiting time was minimal, I was seen within 10 minutes of arrival.",3
**,ofaeadhb5b3lwwa0jsj82p7u,New York Clinic,Twitter,07/02/24 21:04,"Hospital cleanliness was impressive, everything looked spotless and sanitized.",5
**,dnhxgbb2cgtqjim8mer6zi3j,Cheshunt Brookfield Shopping Park,Google Reviews,09/22/24 15:09,"Nurse was rude and dismissive, barely answered my questions.",2
**,oamfljbjpyu3qexe6wiodx2m,Cambridge Leisure Park,Google Reviews,02/14/24 11:57,"Parking was a nightmare, spent 30 minutes looking for a spot before my appointment.",3
**,lf42t7ztv108s3knso06hpfa,New York Clinic,Google Reviews,07/08/24 22:02,"Treatment quality was exceptional, the doctor explained every step clearly.",3
**,n4l8wfxpgoxrqbiqsjk0pn6u,London Holborn,Facebook,06/04/24 12:59,Doctor specialized in cardiology and provided detailed advice for my condition.,4
**,mumvkg9bz3u94wgsqlc1f9yd,Cambridge Leisure Park,Instagram,07/25/25 10:02,"Waiting times were too long, had to wait over an hour past my scheduled time.",1
**,5bew0whegj9gnwn0ez25tsrl,Leeds City Centre North,Facebook,11/30/24 16:12,Nurse was extremely friendly and made me feel comfortable during the procedure.,3
**,6vu0t10fsphrhp8ldcs3esjj,Liverpool Care Center,Twitter,01/07/25 10:59,"Nurse was rude and dismissive, barely answered my questions.",5
**,2q1tvc2e1ozh6eosn6o91n9d,Leeds City Centre North,Facebook,08/28/24 14:43,"Nurse was rude and dismissive, barely answered my questions.",1
**,ws1cy5wl9deqpgm3o3hehyqp,Manchester Health Hub,Instagram,06/07/24 05:49,"Communication was clear and timely, received all updates via SMS and email.",5
**,e95bc6tv33n40s7wrgvshkb0,New York Clinic,Google Reviews,01/20/24 18:17,"Communication was clear and timely, received all updates via SMS and email.",2
**,kr4mg1laay8a1tqpizmk7naw,Leeds City Centre North,Instagram,01/19/25 07:02,"Treatment quality was exceptional, the doctor explained every step clearly.",5
**,0f9wv73rvpihy2v8few5b92u,Leeds City Centre North,Instagram,07/08/25 03:39,"Nurse was rude and dismissive, barely answered my questions.",2
**,5vmw1l7kf1ulvfdu43erpcza,Cheshunt Brookfield Shopping Park,Instagram,10/02/24 19:34,"Treatment quality was exceptional, the doctor explained every step clearly.",1
**,n6wjetrw8ocqzr72uysz50ab,Cambridge Leisure Park,Google Reviews,02/16/25 14:23,"Nurse was rude and dismissive, barely answered my questions.",3
**,vm2xlx1mqkfv2nhbf9663g7m,Manchester Health Hub,Twitter,07/04/24 16:03,Doctor specialized in cardiology and provided detailed advice for my condition.,5
**,dhymvjv18stvd73wjvdxupej,Chicago Health Hub,Google Reviews,01/16/24 21:42,"Treatment quality was exceptional, the doctor explained every step clearly.",3
**,auf8q7dn7mhaf7kowa6oy83p,Birmingham Wellness,Instagram,03/16/24 10:40,Nurse was extremely friendly and made me feel comfortable during the procedure.,1
**,hiq6m2o1o4tq5k07izunjqt4,Birmingham Wellness,Facebook,12/13/24 05:38,"Nurse was rude and dismissive, barely answered my questions.",4
**,ys66orewfkezokrz9dfbsfe2,Cambridge Leisure Park,Instagram,06/23/25 07:43,Doctor specialized in cardiology and provided detailed advice for my condition.,1
**,n2ekp5ajvocx817fwbzu6pvn,London Holborn,Facebook,05/30/25 10:22,"Communication was clear and timely, received all updates via SMS and email.",1
**,swvfgc8kzqcc4wgdzj9obpt1,New York Clinic,Facebook,05/06/25 12:23,Nurse was extremely friendly and made me feel comfortable during the procedure.,1
**,2xf2uedc5k5okpolvkg1v8rp,New York Clinic,Facebook,11/07/24 05:23,"Communication was clear and timely, received all updates via SMS and email.",5
**,u9f92d8zp1qkq2y5zxa8qr85,Miami Wellness,Facebook,03/08/25 20:29,"Communication was clear and timely, received all updates via SMS and email.",1
**,8x0c48hq9642s4vods6dd00q,Miami Wellness,Twitter,02/22/24 07:53,"Waiting times were too long, had to wait over an hour past my scheduled time.",1
**,a1mrr1z0l8fjsvn6u6hrgft9,Los Angeles Center,Facebook,06/17/25 20:06,"Treatment quality was exceptional, the doctor explained every step clearly.",3
**,ua1ns1z580xx0bjyelpf6wyv,Dallas Care,Instagram,07/30/24 08:00,"Hospital cleanliness was impressive, everything looked spotless and sanitized.",1
**,gmxpg6975e56r5josv5koz01,New York Clinic,Instagram,12/04/24 01:33,Prices for the consultation were too high compared to other clinics.,2
**,9qw39iaggudp1w35jbmsgqc3,Manchester Health Hub,Instagram,05/12/25 13:48,"Nurse was rude and dismissive, barely answered my questions.",1
**,fxi5z7jsmpz48bj84lg6xglg,Dallas Care,Facebook,06/28/24 03:16,Nurse was extremely friendly and made me feel comfortable during the procedure.,1
**,ysdxdqriuryq0vhfb43ho807,New York Clinic,Facebook,09/21/24 22:00,"Hospital cleanliness was impressive, everything looked spotless and sanitized.",3
**,i0a7hvubb1925jj223kqkotd,Cheshunt Brookfield Shopping Park,Twitter,07/04/24 14:50,Prices for the consultation were too high compared to other clinics.,1
**,7yosqjkss9xfqvzlzkrcr06z,Cambridge Leisure Park,Google Reviews,04/01/25 22:08,Doctor specialized in cardiology and provided detailed advice for my condition.,1
**,mgpdp7tsfsmxx94a0od0uji2,Miami Wellness,Twitter,07/11/24 16:57,"Nurse was rude and dismissive, barely answered my questions.",1
**,8mx7dge1u1mob18m31xz0hyo,Birmingham Wellness,Instagram,05/27/24 13:54,Prices for the consultation were too high compared to other clinics.,3
**,no7aamtd9w91ye59y7fdm4xj,Cheshunt Brookfield Shopping Park,Google Reviews,02/23/24 06:16,"Waiting times were too long, had to wait over an hour past my scheduled time.",2
**,uo5g5malykwlsuj3447xtufz,Manchester Health Hub,Google Reviews,01/31/24 19:03,"Communication was clear and timely, received all updates via SMS and email.",5
**,k9h1fx867uk3is8s2nbgz0ia,Miami Wellness,Facebook,09/15/25 06:32,"Nurse was rude and dismissive, barely answered my questions.",1
**,9clpgv2aokzvoub58xeiqtkz,Liverpool Care Center,Google Reviews,06/02/24 11:58,"Nurse was rude and dismissive, barely answered my questions.",4
**,nzfurbto9x8moqtz8krjglrr,Chicago Health Hub,Facebook,08/29/25 23:31,"Nurse was rude and dismissive, barely answered my questions.",5
**,zajzc3d0953exvy58g7k8r80,Los Angeles Center,Twitter,03/08/24 09:55,"Waiting times were too long, had to wait over an hour past my scheduled time.",3
**,6gee8zv905a5gqy09k27jpws,Dallas Care,Google Reviews,01/12/25 20:20,"Waiting times were too long, had to wait over an hour past my scheduled time.",5
**,1swb7fzkvimtqniqo31b9ym4,Liverpool Care Center,Google Reviews,10/09/24 08:26,"Waiting time was minimal, I was seen within 10 minutes of arrival.",1
**,0yb8gt213mft1tljz9rorpmo,Manchester Health Hub,Instagram,07/11/25 10:30,Prices for the consultation were too high compared to other clinics.,2
**,kxecb20zs2rm41s3xortw7ke,Miami Wellness,Facebook,01/31/25 08:54,"Waiting times were too long, had to wait over an hour past my scheduled time.",2
**,alw6vrhy9abwm3rc1p9yyxbc,Cambridge Leisure Park,Facebook,06/30/24 16:32,Doctor specialized in cardiology and provided detailed advice for my condition.,2
**,d4ujw1pavda9heu3tptryr7f,Liverpool Care Center,Google Reviews,10/17/24 10:01,"Nurse was rude and dismissive, barely answered my questions.",2
**,ejkkgb7c7qsvsu7wtki7e4r9,Chicago Health Hub,Instagram,04/14/25 20:57,"Nurse was rude and dismissive, barely answered my questions.",3
**,qm5620t8jmddgr8uma1stt8d,Manchester Health Hub,Instagram,07/09/25 18:28,"Nurse was rude and dismissive, barely answered my questions.",2
**,mozxze9d9n2w0sd6c7r2bdns,Manchester Health Hub,Google Reviews,08/29/25 12:42,"Parking was a nightmare, spent 30 minutes looking for a spot before my appointment.",5
**,cmgx9owi43r5ltdzkbmls510,Los Angeles Center,Facebook,09/30/25 06:12,"Waiting time was minimal, I was seen within 10 minutes of arrival.",2
**,f6j76umqr4gfi527v4de65fx,Cambridge Leisure Park,Instagram,02/24/25 05:17,"Waiting time was minimal, I was seen within 10 minutes of arrival.",1
**,1yozq5aubi3femdp5986fp20,Cambridge Leisure Park,Facebook,09/05/24 17:26,"Nurse was rude and dismissive, barely answered my questions.",4
**,5gy3j91pa2gx5jhkcz4gljjg,London Holborn,Facebook,11/11/24 10:56,Prices for the consultation were too high compared to other clinics.,5
**,f3t7xc3gowsat3dshj6ucb5s,Manchester Health Hub,Google Reviews,05/04/24 22:47,"Parking was a nightmare, spent 30 minutes looking for a spot before my appointment.",1
**,0sla27qem2qwuxxq8094cs0y,London Holborn,Instagram,05/23/25 07:54,Prices for the consultation were too high compared to other clinics.,1
**,dvnq1elc1bvbsnuykianjdz7,Leeds City Centre North,Google Reviews,03/04/25 20:15,"Parking was a nightmare, spent 30 minutes looking for a spot before my appointment.",4
**,cpsupp920vcwjq97yaktcl22,Los Angeles Center,Google Reviews,06/02/24 21:22,"Communication was clear and timely, received all updates via SMS and email.",1
**,6yap2mgcbdrebhkdb5asmf6e,Cambridge Leisure Park,Facebook,02/23/25 23:29,"Parking was a nightmare, spent 30 minutes looking for a spot before my appointment.",2
**,vdnp4crf92ow8ihlk5iqj0tp,London Holborn,Instagram,05/28/25 13:49,"Nurse was rude and dismissive, barely answered my questions.",5
**,hwlj92luhif1tm2erjeke42m,London Holborn,Facebook,09/24/24 16:01,Doctor specialized in cardiology and provided detailed advice for my condition.,3
**,ev9hu8p8utbga4zk7g5ceb9g,Birmingham Wellness,Google Reviews,04/07/24 04:26,"Waiting times were too long, had to wait over an hour past my scheduled time.",1
**,6ags8fgpgug4z6kdl0y8ja76,Manchester Health Hub,Instagram,03/11/25 15:08,"Waiting time was minimal, I was seen within 10 minutes of arrival.",5
**,cy3x7jqgto8z0384wmoopw2s,London Holborn,Facebook,06/23/25 01:27,"Waiting time was minimal, I was seen within 10 minutes of arrival.",3
**,44l3h7ctbxu1mclpxl59ewct,Liverpool Care Center,Facebook,08/31/25 12:33,"Parking was a nightmare, spent 30 minutes looking for a spot before my appointment.",4
**,3gnnxfysxwfm4hoh2814wz4i,Miami Wellness,Instagram,08/06/24 00:41,Prices for the consultation were too high compared to other clinics.,3
**,s7s62epsuz2f5wrerrj92u5a,Leeds City Centre North,Facebook,08/15/25 01:25,"Parking was a nightmare, spent 30 minutes looking for a spot before my appointment.",1
**,7mrvnvdlagczdzugsxeq45j3,London Holborn,Twitter,01/02/24 03:15,"Communication was clear and timely, received all updates via SMS and email.",5
**,j9s3f3s7iuy7i6lfjdhi13pz,Miami Wellness,Facebook,04/05/24 11:32,"Parking was a nightmare, spent 30 minutes looking for a spot before my appointment.",4
**,iwltn0xutlxt0965ia9asz8v,Los Angeles Center,Facebook,06/23/25 21:29,"Treatment quality was exceptional, the doctor explained every step clearly.",4
**,sl0bguivmyskh5qijuucuffk,Cambridge Leisure Park,Twitter,09/08/25 12:49,"Waiting time was minimal, I was seen within 10 minutes of arrival.",3
**,upt6eeuatas33rijip60e03r,Manchester Health Hub,Twitter,08/28/25 16:19,Nurse was extremely friendly and made me feel comfortable during the procedure.,4
**,1aysrkbn3dwx66h52ykm0qvl,Liverpool Care Center,Instagram,06/02/25 15:09,Doctor specialized in cardiology and provided detailed advice for my condition.,4
**,i4dux14ni0cnkq12hahqfjst,Liverpool Care Center,Google Reviews,06/06/24 06:06,"Treatment quality was exceptional, the doctor explained every step clearly.",1
**,aokbux4xu461fy5dgytryoi8,Miami Wellness,Instagram,08/30/25 10:30,"Parking was a nightmare, spent 30 minutes looking for a spot before my appointment.",5
**,jtzlyt3qmnkv0awwwzyou91p,Miami Wellness,Google Reviews,08/19/24 07:27,Nurse was extremely friendly and made me feel comfortable during the procedure.,1
**,pgg07zj4kwzg5d0jq532ua1j,London Holborn,Google Reviews,11/01/24 14:46,"Parking was a nightmare, spent 30 minutes looking for a spot before my appointment.",3
**,ld8woer6myur5nwfzahsyvrf,Liverpool Care Center,Facebook,01/16/25 01:03,Doctor specialized in cardiology and provided detailed advice for my condition.,5
**,ayqiifmpf38evr8u7mtfzm9t,Cambridge Leisure Park,Instagram,05/14/25 21:24,"Treatment quality was exceptional, the doctor explained every step clearly.",5
**,pzqs3jld7iuxlw1cu81gbt76,Liverpool Care Center,Instagram,05/03/24 11:27,"Parking was a nightmare, spent 30 minutes looking for a spot before my appointment.",2
**,4go3p9ogwwqyqxvr1alfcr3u,Leeds City Centre North,Instagram,02/13/24 07:41,Prices for the consultation were too high compared to other clinics.,1
**,pxgjyrfung75vqdysksun9s0,New York Clinic,Facebook,10/09/25 16:43,"Treatment quality was exceptional, the doctor explained every step clearly.",1
**,8fx9xc8td7udhfl2xth8px3q,Miami Wellness,Google Reviews,07/21/25 16:40,"Waiting times were too long, had to wait over an hour past my scheduled time.",2
**,6965n6zgolgvzddx1y4xkzn6,New York Clinic,Instagram,12/13/24 02:12,"Nurse was rude and dismissive, barely answered my questions.",5
**,5hyjdyg0qzdj5zv54or30zc7,Leeds City Centre North,Instagram,10/08/25 21:30,Doctor specialized in cardiology and provided detailed advice for my condition.,4
**,fwi8t6v89q4mwx8beob165xj,Miami Wellness,Facebook,07/31/25 23:18,"Communication was clear and timely, received all updates via SMS and email.",4
**,3fyas6mfea83r347zcyfrgv5,Liverpool Care Center,Facebook,08/19/24 13:47,"Nurse was rude and dismissive, barely answered my questions.",4
**,bhea6u18kaqb6xud961jxzpa,Chicago Health Hub,Facebook,02/05/25 00:47,Nurse was extremely friendly and made me feel comfortable during the procedure.,5
**,m3oitxn0sjby6wlms0eukk74,Cambridge Leisure Park,Instagram,07/03/25 23:07,Doctor specialized in cardiology and provided detailed advice for my condition.,1
**,m9mob46li1dzm7brijiofl8l,Miami Wellness,Facebook,04/18/24 17:04,Nurse was extremely friendly and made me feel comfortable during the procedure.,2
**,bwdnxlqshz03pvndk492fhe0,Los Angeles Center,Instagram,09/04/24 15:39,"Hospital cleanliness was impressive, everything looked spotless and sanitized.",2
**,4gllfa98q2ve6cankrj853f6,Liverpool Care Center,Google Reviews,08/28/25 03:35,"Parking was a nightmare, spent 30 minutes looking for a spot before my appointment.",5
**,jbf0dpmdd713si0dpjdn4wo6,Cheshunt Brookfield Shopping Park,Instagram,09/06/24 13:11,"Waiting time was minimal, I was seen within 10 minutes of arrival.",3
**,7zv8go68k5qak1z7bu3sz24j,Dallas Care,Google Reviews,11/24/24 22:55,"Hospital cleanliness was impressive, everything looked spotless and sanitized.",1
**,22p7kvw1w96g1i4le73cwyog,Birmingham Wellness,Instagram,11/23/24 22:54,"Hospital cleanliness was impressive, everything looked spotless and sanitized.",2
**,8rcr5h35efuytxz765dxp1j9,Birmingham Wellness,Twitter,08/10/24 12:46,"Parking was a nightmare, spent 30 minutes looking for a spot before my appointment.",4
**,hlwlnrlu0cwoos2wiu679c6h,Manchester Health Hub,Facebook,12/09/24 02:18,"Hospital cleanliness was impressive, everything looked spotless and sanitized.",4
**,0tz26iffdgcoickk8q6k14tl,Miami Wellness,Instagram,09/28/24 04:14,"Nurse was rude and dismissive, barely answered my questions.",1
**,1fzlfvwbneo8hwo0fcu2qs5h,Los Angeles Center,Facebook,04/28/24 15:42,Prices for the consultation were too high compared to other clinics.,2
**,rzey9ma6o4rh755gexj2jlvz,Dallas Care,Google Reviews,02/08/25 07:57,"Hospital cleanliness was impressive, everything looked spotless and sanitized.",5
**,1yot8qbf9m6k7sgxqyex2c4i,Birmingham Wellness,Twitter,08/25/25 02:08,"Treatment quality was exceptional, the doctor explained every step clearly.",1
**,g39j5tutbben5smz41yvs939,Leeds City Centre North,Google Reviews,04/17/24 00:06,"Parking was a nightmare, spent 30 minutes looking for a spot before my appointment.",2
**,zv1xmivon99tx4wjmtypl0kg,Birmingham Wellness,Instagram,12/20/24 13:55,Nurse was extremely friendly and made me feel comfortable during the procedure.,1
**,hthwktropmkohsj7gjqg3ga7,Manchester Health Hub,Google Reviews,10/12/24 11:43,Nurse was extremely friendly and made me feel comfortable during the procedure.,4
